goal;target;indicator;series;seriesDescription;seriesCount;geoAreaCode;geoAreaName;timePeriodStart;value;valueType;time_detail;timeCoverage;upperBound;lowerBound;basePeriod;source;geoInfoUrl;footnotes;attributes.Nature;attributes.Units;dimensions.Age;dimensions.Reporting Type;ATTR_ENDPOINT
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;332;Haiti;2017.0;86;Float;;;;;;DHS 2016-17;;[' '];C;PERCENT;M12T23;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;332;Haiti;2017.0;90.4;Float;;;;;;DHS 2016-17;;[' '];C;PERCENT;M24T35;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;332;Haiti;2017.0;92.8;Float;;;;;;DHS 2016-17;;[' '];C;PERCENT;M36T47;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;332;Haiti;2017.0;95.2;Float;;;;;;DHS 2016-17;;[' '];C;PERCENT;M48T59;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;332;Haiti;2017.0;84.8;Float;;;;;;DHS 2016-17;;[' '];C;PERCENT;<5Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;340;Honduras;2019.0;87.4;Float;;;;;;MICS 2019;;[' '];C;PERCENT;<1Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;340;Honduras;2019.0;99.5;Float;;;;;;MICS 2019;;[' '];C;PERCENT;M12T23;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;340;Honduras;2019.0;98.6;Float;;;;;;MICS 2019;;[' '];C;PERCENT;M24T35;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;340;Honduras;2019.0;99.3;Float;;;;;;MICS 2019;;[' '];C;PERCENT;M36T47;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;340;Honduras;2019.0;99.4;Float;;;;;;MICS 2019;;[' '];C;PERCENT;M48T59;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;340;Honduras;2019.0;97;Float;;;;;;MICS 2019;;[' '];C;PERCENT;<5Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;348;Hungary;2020.0;100;Float;;;;;;UNSD Population and Vital Statistics Report, January 2021, latest update on 4 Jan 2022;;['Estimated coverage of birth registration was obtained on the basis of the reported completeness of the national civil registration system'];E;PERCENT;<1Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;352;Iceland;2020.0;100;Float;;;;;;UNSD Population and Vital Statistics Report, January 2021, latest update on 4 Jan 2022;;['Estimated coverage of birth registration was obtained on the basis of the reported completeness of the national civil registration system'];E;PERCENT;<1Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;356;India;2016.0;79.2;Float;;;;;;NFHS 2015-16;;[' '];C;PERCENT;<1Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;356;India;2016.0;81.7;Float;;;;;;NFHS 2015-16;;[' '];C;PERCENT;M12T23;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;356;India;2016.0;81.1;Float;;;;;;NFHS 2015-16;;[' '];C;PERCENT;M24T35;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;356;India;2016.0;79;Float;;;;;;NFHS 2015-16;;[' '];C;PERCENT;M36T47;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;356;India;2016.0;77.9;Float;;;;;;NFHS 2015-16;;[' '];C;PERCENT;M48T59;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;356;India;2016.0;79.7;Float;;;;;;NFHS 2015-16;;[' '];C;PERCENT;<5Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;360;Indonesia;2021.0;77;Float;;;;;;Susenas 2021 as part of Welfare Statistics 2021;;['Data refer only to children with a birth certificate'];C;PERCENT;<5Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;364;Iran (Islamic Republic of);2010.0;98.6;Float;;;;;;MIDHS 2010;;['Data refers only to children with an Iranian parent who has a national ID card'];C;PERCENT;<5Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;368;Iraq;2018.0;98;Float;;;;;;MICS 2018;;[' '];C;PERCENT;<1Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;368;Iraq;2018.0;98.3;Float;;;;;;MICS 2018;;[' '];C;PERCENT;M12T23;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;368;Iraq;2018.0;98.9;Float;;;;;;MICS 2018;;[' '];C;PERCENT;M24T35;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;368;Iraq;2018.0;99.1;Float;;;;;;MICS 2018;;[' '];C;PERCENT;M36T47;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;368;Iraq;2018.0;99.7;Float;;;;;;MICS 2018;;[' '];C;PERCENT;M48T59;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;368;Iraq;2018.0;98.8;Float;;;;;;MICS 2018;;[' '];C;PERCENT;<5Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;372;Ireland;2020.0;100;Float;;;;;;UNSD Population and Vital Statistics Report, January 2021, latest update on 4 Jan 2022;;['Estimated coverage of birth registration was obtained on the basis of the reported completeness of the national civil registration system'];E;PERCENT;<1Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;376;Israel;2020.0;100;Float;;;;;;UNSD Population and Vital Statistics Report, January 2021, latest update on 4 Jan 2022;;['Estimated coverage of birth registration was obtained on the basis of the reported completeness of the national civil registration system'];E;PERCENT;<1Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;380;Italy;2020.0;100;Float;;;;;;UNSD Population and Vital Statistics Report, January 2021, latest update on 4 Jan 2022;;['Estimated coverage of birth registration was obtained on the basis of the reported completeness of the national civil registration system'];E;PERCENT;<1Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;388;Jamaica;2017.0;97.4;Float;;;;;;Vital statistics 2017;;[' '];C;PERCENT;M12T23;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;388;Jamaica;2017.0;98.9;Float;;;;;;Vital statistics 2017;;[' '];C;PERCENT;M24T35;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;388;Jamaica;2017.0;96.3;Float;;;;;;Vital statistics 2017;;[' '];C;PERCENT;M36T47;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;388;Jamaica;2017.0;100;Float;;;;;;Vital statistics 2017;;[' '];C;PERCENT;M48T59;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;388;Jamaica;2017.0;98;Float;;;;;;Vital statistics 2017;;[' '];C;PERCENT;<5Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;388;Jamaica;2017.0;96.9;Float;;;;;;Vital statistics 2017;;[' '];C;PERCENT;<1Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;392;Japan;2019.0;100;Float;;;;;;UNSD Population and Vital Statistics Report, January 2021, latest update on 4 Jan 2022;;['Estimated coverage of birth registration was obtained on the basis of the reported completeness of the national civil registration system'];E;PERCENT;<1Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;400;Jordan;2018.0;97.2;Float;;;;;;DHS 2017-18;;[' '];C;PERCENT;<1Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;400;Jordan;2018.0;99.3;Float;;;;;;DHS 2017-18;;[' '];C;PERCENT;M12T23;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;400;Jordan;2018.0;98.3;Float;;;;;;DHS 2017-18;;[' '];C;PERCENT;M24T35;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;400;Jordan;2018.0;98.2;Float;;;;;;DHS 2017-18;;[' '];C;PERCENT;M36T47;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;400;Jordan;2018.0;97.3;Float;;;;;;DHS 2017-18;;[' '];C;PERCENT;M48T59;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;400;Jordan;2018.0;98;Float;;;;;;DHS 2017-18;;[' '];C;PERCENT;<5Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;398;Kazakhstan;2015.0;98.7;Float;;;;;;MICS 2015;;[' '];C;PERCENT;<1Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;398;Kazakhstan;2015.0;100;Float;;;;;;MICS 2015;;[' '];C;PERCENT;M12T23;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;398;Kazakhstan;2015.0;100;Float;;;;;;MICS 2015;;[' '];C;PERCENT;M24T35;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
