DATAFLOW;REF_AREA:Geographic area;INDICATOR:Indicator;SEX:Sex;AGE:Current age;EDUCATION_LEVEL:Education Level;WEALTH_QUINTILE:Wealth Quintile;RESIDENCE:Residence;NUMBER_CHLD:Number of Living Children;TIME_PERIOD:Time period;OBS_VALUE:Observation Value;UNIT_MULTIPLIER:Unit multiplier;UNIT_MEASURE:Unit of measure;SOURCE_LINK:Citation of or link to the data source;SERIES_FOOTNOTE:Series footnote;SOWC_FLAG_C:SOWC flag C;SOWC_FLAG_A:SOWC flag A;SOWC_FLAG_B:SOWC flag B;OBS_STATUS:Observation Status;OBS_CONF:Observation confidentaility;DATA_SOURCE:Data Source;LOWER_BOUND:Lower Bound;UPPER_BOUND:Upper Bound;WGTD_SAMPL_SIZE:Weighted Sample Size;UNWGTD_SAMPL_SIZE:Unweighted Sample Size;TIME_PERIOD_METHOD:Time period activity related to when the data are collected;COVERAGE_TIME:The period of time for which data are provided;FREQ_COLL:Time interval at which the source data are collected;OBS_FOOTNOTE:Observation footnote;ATTR_ENDPOINT
UNICEF:PT(1.0): Child Protection;BHS: Bahamas;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;_T: Total;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2013;23.6;;PCNT: %;;;;;;RP: Reported;F: Free;GSHS 2013;;;;;EOF: End of fieldwork;2013;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;BIH: Bosnia and Herzegovina;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;_T: Total;Y15: 15 years old;_T: Total;_T: Total;_T: Total;_T: Total;2018;25.0;;PCNT: %;;;;;y: Data differ from the standard definition or refer to only part of a country. If they fall within the noted reference period, such data are included in the calculation of regional and global averages.;RP: Reported;F: Free;PISA 2018;;;;;EOF: End of fieldwork;2018;0: Not Known;Age 15 years;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;BLZ: Belize;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;F: Female;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2011;31.1;;PCNT: %;;;;;;RP: Reported;F: Free;GSHS 2011;;;;;EOF: End of fieldwork;2011;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;BLZ: Belize;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;M: Male;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2011;30.3;;PCNT: %;;;;;;RP: Reported;F: Free;GSHS 2011;;;;;EOF: End of fieldwork;2011;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;BLZ: Belize;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;_T: Total;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2011;30.7;;PCNT: %;;;;;;RP: Reported;F: Free;GSHS 2011;;;;;EOF: End of fieldwork;2011;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;BOL: Bolivia (Plurinational State of);PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;F: Female;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2012;28.2;;PCNT: %;;;;;;RP: Reported;F: Free;GSHS 2012;;;;;EOF: End of fieldwork;2012;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;BOL: Bolivia (Plurinational State of);PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;M: Male;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2012;31.7;;PCNT: %;;;;;;RP: Reported;F: Free;GSHS 2012;;;;;EOF: End of fieldwork;2012;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;BOL: Bolivia (Plurinational State of);PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;_T: Total;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2012;30.2;;PCNT: %;;;;;;RP: Reported;F: Free;GSHS 2012;;;;;EOF: End of fieldwork;2012;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;BRA: Brazil;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;F: Female;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2019;35.4;;PCNT: %;;;;;y: Data differ from the standard definition or refer to only part of a country. If they fall within the noted reference period, such data are included in the calculation of regional and global averages.;RP: Reported;F: Free;PeNSE 2019;;;;;EOF: End of fieldwork;2019;0: Not Known;Refers to those students in the 9th grade of elementary school who were ‘scoffed, mocked, misplaced, intimidated, or hunted so much by classmates that they've been hurt, upset, offended, or humiliated;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;BRA: Brazil;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;M: Male;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2019;45.1;;PCNT: %;;;;;y: Data differ from the standard definition or refer to only part of a country. If they fall within the noted reference period, such data are included in the calculation of regional and global averages.;RP: Reported;F: Free;PeNSE 2019;;;;;EOF: End of fieldwork;2019;0: Not Known;Refers to those students in the 9th grade of elementary school who were ‘scoffed, mocked, misplaced, intimidated, or hunted so much by classmates that they've been hurt, upset, offended, or humiliated;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;BRA: Brazil;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;_T: Total;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2019;40.3;;PCNT: %;;;;;y: Data differ from the standard definition or refer to only part of a country. If they fall within the noted reference period, such data are included in the calculation of regional and global averages.;RP: Reported;F: Free;PeNSE 2019;;;;;EOF: End of fieldwork;2019;0: Not Known;Refers to those students in the 9th grade of elementary school who were ‘scoffed, mocked, misplaced, intimidated, or hunted so much by classmates that they've been hurt, upset, offended, or humiliated;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;BRB: Barbados;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;F: Female;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2011;11.0;;PCNT: %;;;;;;RP: Reported;F: Free;GSHS 2011;;;;;EOF: End of fieldwork;2011;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;BRB: Barbados;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;M: Male;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2011;15.4;;PCNT: %;;;;;;RP: Reported;F: Free;GSHS 2011;;;;;EOF: End of fieldwork;2011;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;BRB: Barbados;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;_T: Total;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2011;13.3;;PCNT: %;;;;;;RP: Reported;F: Free;GSHS 2011;;;;;EOF: End of fieldwork;2011;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;BRN: Brunei Darussalam;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;F: Female;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2014;21.7;;PCNT: %;;;;;;RP: Reported;F: Free;GSHS 2014;;;;;EOF: End of fieldwork;2014;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;BRN: Brunei Darussalam;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;M: Male;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2014;25.3;;PCNT: %;;;;;;RP: Reported;F: Free;GSHS 2014;;;;;EOF: End of fieldwork;2014;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;BRN: Brunei Darussalam;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;_T: Total;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2014;23.4;;PCNT: %;;;;;;RP: Reported;F: Free;GSHS 2014;;;;;EOF: End of fieldwork;2014;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;BTN: Bhutan;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;F: Female;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2016;28.9;;PCNT: %;;;;;;RP: Reported;F: Free;GSHS 2016;;;;;EOF: End of fieldwork;2016;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;BTN: Bhutan;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;M: Male;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2016;31.2;;PCNT: %;;;;;;RP: Reported;F: Free;GSHS 2016;;;;;EOF: End of fieldwork;2016;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;BTN: Bhutan;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;_T: Total;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2016;30.1;;PCNT: %;;;;;;RP: Reported;F: Free;GSHS 2016;;;;;EOF: End of fieldwork;2016;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;BWA: Botswana;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;F: Female;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2005;51.8;;PCNT: %;;;;x: Data refer to years or periods other than those specified in the column heading. Such data are not included in the calculation of regional and global averages. Estimates from data years prior to 2000 are not displayed.;;RP: Reported;F: Free;GSHS 2005;;;;;EOF: End of fieldwork;2005;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;BWA: Botswana;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;M: Male;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2005;52.6;;PCNT: %;;;;x: Data refer to years or periods other than those specified in the column heading. Such data are not included in the calculation of regional and global averages. Estimates from data years prior to 2000 are not displayed.;;RP: Reported;F: Free;GSHS 2005;;;;;EOF: End of fieldwork;2005;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;BWA: Botswana;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;_T: Total;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2005;52.1;;PCNT: %;;;;x: Data refer to years or periods other than those specified in the column heading. Such data are not included in the calculation of regional and global averages. Estimates from data years prior to 2000 are not displayed.;;RP: Reported;F: Free;GSHS 2005;;;;;EOF: End of fieldwork;2005;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;CAN: Canada;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;F: Female;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2018;39.538;;PCNT: %;;;;;;RA: Reanalysed;F: Free;HBSC 2017/18;;;;;EOF: End of fieldwork;2017-18;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;CAN: Canada;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;M: Male;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2018;36.293;;PCNT: %;;;;;;RA: Reanalysed;F: Free;HBSC 2017/18;;;;;EOF: End of fieldwork;2017-18;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;CAN: Canada;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;_T: Total;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2018;37.916;;PCNT: %;;;;;;RA: Reanalysed;F: Free;HBSC 2017/18;;;;;EOF: End of fieldwork;2017-18;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;CHE: Switzerland;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;F: Female;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2018;18.087;;PCNT: %;;;;;;RA: Reanalysed;F: Free;HBSC 2017/18;;;;;EOF: End of fieldwork;2017-18;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;CHE: Switzerland;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;M: Male;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2018;14.072;;PCNT: %;;;;;;RA: Reanalysed;F: Free;HBSC 2017/18;;;;;EOF: End of fieldwork;2017-18;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;CHE: Switzerland;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;_T: Total;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2018;16.079;;PCNT: %;;;;;;RA: Reanalysed;F: Free;HBSC 2017/18;;;;;EOF: End of fieldwork;2017-18;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;CHL: Chile;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;F: Female;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2013;13.9;;PCNT: %;;;;;;RP: Reported;F: Free;GSHS 2013;;;;;EOF: End of fieldwork;2013;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;CHL: Chile;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;M: Male;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2013;15.8;;PCNT: %;;;;;;RP: Reported;F: Free;GSHS 2013;;;;;EOF: End of fieldwork;2013;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;CHL: Chile;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;_T: Total;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2013;15.1;;PCNT: %;;;;;;RP: Reported;F: Free;GSHS 2013;;;;;EOF: End of fieldwork;2013;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;COK: Cook Islands;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;F: Female;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2015;31.8;;PCNT: %;;;;;;RP: Reported;F: Free;GSHS 2015;;;;;EOF: End of fieldwork;2015;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;COK: Cook Islands;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;M: Male;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2015;29.4;;PCNT: %;;;;;;RP: Reported;F: Free;GSHS 2015;;;;;EOF: End of fieldwork;2015;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;COK: Cook Islands;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;_T: Total;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2015;30.9;;PCNT: %;;;;;;RP: Reported;F: Free;GSHS 2015;;;;;EOF: End of fieldwork;2015;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;CRI: Costa Rica;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;F: Female;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2009;19.6;;PCNT: %;;;;x: Data refer to years or periods other than those specified in the column heading. Such data are not included in the calculation of regional and global averages. Estimates from data years prior to 2000 are not displayed.;;RP: Reported;F: Free;GSHS 2009;;;;;EOF: End of fieldwork;2009;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;CRI: Costa Rica;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;M: Male;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2009;18.4;;PCNT: %;;;;x: Data refer to years or periods other than those specified in the column heading. Such data are not included in the calculation of regional and global averages. Estimates from data years prior to 2000 are not displayed.;;RP: Reported;F: Free;GSHS 2009;;;;;EOF: End of fieldwork;2009;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;CRI: Costa Rica;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;_T: Total;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2009;19.0;;PCNT: %;;;;x: Data refer to years or periods other than those specified in the column heading. Such data are not included in the calculation of regional and global averages. Estimates from data years prior to 2000 are not displayed.;;RP: Reported;F: Free;GSHS 2009;;;;;EOF: End of fieldwork;2009;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;CUB: Cuba;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;_T: Total;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2006;13.2;;PCNT: %;;;;x: Data refer to years or periods other than those specified in the column heading. Such data are not included in the calculation of regional and global averages. Estimates from data years prior to 2000 are not displayed.;y: Data differ from the standard definition or refer to only part of a country. If they fall within the noted reference period, such data are included in the calculation of regional and global averages.;RP: Reported;F: Free;SERCE 2006;;;;;EOF: End of fieldwork;2006;0: Not Known;Average age at time of survey was 11.5 years and definition differs from the standard;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;CZE: Czechia;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;F: Female;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2018;18.539;;PCNT: %;;;;;;RA: Reanalysed;F: Free;HBSC 2017/18;;;;;EOF: End of fieldwork;2017-18;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
