;DIM_SDG_INDICATOR;ATTR_SDG_INDICATOR_DESCRIPTION;COUNTRY_NAME;TIME_PERIOD;RAW_OBS_VALUE;ATTR_SOURCE_OF_SOURCE;ATTR_FOOTNOTE_OF_SOURCE;DIM_AGE_GROUP;DIM_SEX;DIM_REP_TYPE;COUNTRY_ISO_2;COUNTRY_ISO_3;_merge;INDICATOR_NAME;INDICATOR_INDEX;INDICATOR_ISSUE;INDICATOR_CATEGORY;INDICATOR_CODE;ATTR_SOURCE;ATTR_SOURCE_BODY;ATTR_INDICATOR_DESCRIPTION;ATTR_INDICATOR_EXPLANATION;ATTR_UNIT_MEASURE;ATTR_DATA_EXTRACTION_METHDOLOGY;ATTR_SOURCE_TITLE;ATTR_API_ENDPOINT_URL;CRBA_RELEASE_YEAR
685;1.1.1;Proportion of population below international poverty line (%);Philippines;2015.0;11.0;Poverty and Inequality Portal, World Bank;['The current extreme poverty line is set at $2.15 a day in 2017 PPP terms. Accessed September 14, 2022. Survey name: FIES. Uses an income aggregate, which is not spatially deflated.'];"UNMAPPED VALUE - PLEASE MAP - [0       True
1      False
2      False
3      False
4      False
       ...  
957    False
958    False
959    False
960    False
961    False
Name: DIM_AGE_GROUP, Length: 962, dtype: bool, 0      False
1      False
2      False
3      False
4      False
       ...  
957    False
958    False
959    False
960    False
961    False
Name: DIM_AGE_GROUP, Length: 962, dtype: bool, 0      False
1      False
2      False
3      False
4      False
       ...  
957    False
958    False
959    False
960    False
961    False
Name: DIM_AGE_GROUP, Length: 962, dtype: bool, 0      False
1      False
2      False
3      False
4      False
       ...  
957    False
958    False
959    False
960    False
961    False
Name: DIM_AGE_GROUP, Length: 962, dtype: bool, 0      False
1      False
2      False
3      False
4      False
       ...  
957    False
958    False
959    False
960    False
961    False
Name: DIM_AGE_GROUP, Length: 962, dtype: bool, 0      False
1      False
2      False
3      False
4      False
       ...  
957    False
958    False
959    False
960    False
961    False
Name: DIM_AGE_GROUP, Length: 962, dtype: bool, 0      False
1      False
2      False
3      False
4      False
       ...  
957    False
958    False
959    False
960    False
961    False
Name: DIM_AGE_GROUP, Length: 962, dtype: bool, 0      False
1      False
2      False
3      False
4      False
       ...  
957    False
958    False
959    False
960    False
961    False
Name: DIM_AGE_GROUP, Length: 962, dtype: bool, 0      False
1      False
2      False
3      False
4      False
       ...  
957    False
958    False
959    False
960    False
961    False
Name: DIM_AGE_GROUP, Length: 962, dtype: bool, 0      False
1      False
2      False
3      False
4      False
       ...  
957    False
958    False
959    False
960    False
961    False
Name: DIM_AGE_GROUP, Length: 962, dtype: bool, 0      False
1       True
2      False
3      False
4      False
       ...  
957    False
958    False
959     True
960    False
961    False
Name: DIM_AGE_GROUP, Length: 962, dtype: bool, 0      False
1      False
2      False
3      False
4      False
       ...  
957    False
958    False
959    False
960    False
961    False
Name: DIM_AGE_GROUP, Length: 962, dtype: bool, 0      False
1      False
2      False
3      False
4      False
       ...  
957    False
958    False
959    False
960    False
961    False
Name: DIM_AGE_GROUP, Length: 962, dtype: bool, 0      False
1      False
2      False
3       True
4       True
       ...  
957     True
958    False
959    False
960    False
961     True
Name: DIM_AGE_GROUP, Length: 962, dtype: bool, 0      False
1      False
2      False
3      False
4      False
       ...  
957    False
958    False
959    False
960    False
961    False
Name: DIM_AGE_GROUP, Length: 962, dtype: bool, 0      False
1      False
2      False
3      False
4      False
       ...  
957    False
958    False
959    False
960    False
961    False
Name: DIM_AGE_GROUP, Length: 962, dtype: bool, 0      False
1      False
2      False
3      False
4      False
       ...  
957    False
958    False
959    False
960    False
961    False
Name: DIM_AGE_GROUP, Length: 962, dtype: bool, 0      False
1      False
2      False
3      False
4      False
       ...  
957    False
958    False
959    False
960    False
961    False
Name: DIM_AGE_GROUP, Length: 962, dtype: bool, 0      False
1      False
2      False
3      False
4      False
       ...  
957    False
958    False
959    False
960    False
961    False
Name: DIM_AGE_GROUP, Length: 962, dtype: bool, 0      False
1      False
2      False
3      False
4      False
       ...  
957    False
958    False
959    False
960    False
961    False
Name: DIM_AGE_GROUP, Length: 962, dtype: bool, 0      False
1      False
2      False
3      False
4      False
       ...  
957    False
958    False
959    False
960    False
961    False
Name: DIM_AGE_GROUP, Length: 962, dtype: bool, 0      False
1      False
2      False
3      False
4      False
       ...  
957    False
958    False
959    False
960    False
961    False
Name: DIM_AGE_GROUP, Length: 962, dtype: bool, 0      False
1      False
2      False
3      False
4      False
       ...  
957    False
958    False
959    False
960    False
961    False
Name: DIM_AGE_GROUP, Length: 962, dtype: bool, 0      False
1      False
2      False
3      False
4      False
       ...  
957    False
958    False
959    False
960    False
961    False
Name: DIM_AGE_GROUP, Length: 962, dtype: bool, 0      False
1      False
2      False
3      False
4      False
       ...  
957    False
958    False
959    False
960    False
961    False
Name: DIM_AGE_GROUP, Length: 962, dtype: bool, 0      False
1      False
2      False
3      False
4      False
       ...  
957    False
958    False
959    False
960    False
961    False
Name: DIM_AGE_GROUP, Length: 962, dtype: bool, 0      False
1      False
2      False
3      False
4      False
       ...  
957    False
958    False
959    False
960    False
961    False
Name: DIM_AGE_GROUP, Length: 962, dtype: bool, 0      False
1      False
2      False
3      False
4      False
       ...  
957    False
958    False
959    False
960    False
961    False
Name: DIM_AGE_GROUP, Length: 962, dtype: bool, 0      False
1      False
2      False
3      False
4      False
       ...  
957    False
958    False
959    False
960    False
961    False
Name: DIM_AGE_GROUP, Length: 962, dtype: bool, 0      False
1      False
2      False
3      False
4      False
       ...  
957    False
958    False
959    False
960    False
961    False
Name: DIM_AGE_GROUP, Length: 962, dtype: bool, 0      False
1      False
2      False
3      False
4      False
       ...  
957    False
958    False
959    False
960    False
961    False
Name: DIM_AGE_GROUP, Length: 962, dtype: bool, 0      False
1      False
2      False
3      False
4      False
       ...  
957    False
958    False
959    False
960    False
961    False
Name: DIM_AGE_GROUP, Length: 962, dtype: bool, 0       True
1      False
2      False
3      False
4      False
       ...  
957    False
958    False
959    False
960    False
961    False
Name: DIM_AGE_GROUP, Length: 962, dtype: bool]";BOTH_SEXES;Global;PH;PHL;both;Poverty rates;Workplace;Child labour;Enforcement;WP_CL_EN_POVRAT;https://unstats.un.org/sdgs/indicators/database/;UN SDG;Proportion of population below the international poverty line (%);;PCNT;;SDG Indicator 1.1.1. Proportion of population below international poverty line (%) SI_POV_DAY1 ;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_POV_DAY1&pageSize=999999999;2023
690;1.1.1;Proportion of population below international poverty line (%);Philippines;2018.0;3.0;Poverty and Inequality Portal, World Bank;['The current extreme poverty line is set at $2.15 a day in 2017 PPP terms. Accessed September 14, 2022. Based on data from FIES. Estimated from unit-record income data. '];ALL AGES;BOTH_SEXES;Global;PH;PHL;both;Poverty rates;Workplace;Child labour;Enforcement;WP_CL_EN_POVRAT;https://unstats.un.org/sdgs/indicators/database/;UN SDG;Proportion of population below the international poverty line (%);;PCNT;;SDG Indicator 1.1.1. Proportion of population below international poverty line (%) SI_POV_DAY1 ;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_POV_DAY1&pageSize=999999999;2023
691;1.1.1;Proportion of population below international poverty line (%);Poland;2018.0;0.0;Poverty and Inequality Portal, World Bank;['The current extreme poverty line is set at $2.15 a day in 2017 PPP terms. Accessed September 14, 2022. Based on data from EU-SILC. Estimated from unit-record income data. '];ALL AGES;BOTH_SEXES;Global;PL;POL;both;Poverty rates;Workplace;Child labour;Enforcement;WP_CL_EN_POVRAT;https://unstats.un.org/sdgs/indicators/database/;UN SDG;Proportion of population below the international poverty line (%);;PCNT;;SDG Indicator 1.1.1. Proportion of population below international poverty line (%) SI_POV_DAY1 ;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_POV_DAY1&pageSize=999999999;2023
699;1.1.1;Proportion of population below international poverty line (%);Portugal;2019.0;0.0;Poverty and Inequality Portal, World Bank;['The current extreme poverty line is set at $2.15 a day in 2017 PPP terms. Accessed September 14, 2022. Based on data from EU-SILC. Estimated from unit-record income data. '];ALL AGES;BOTH_SEXES;Global;PT;PRT;both;Poverty rates;Workplace;Child labour;Enforcement;WP_CL_EN_POVRAT;https://unstats.un.org/sdgs/indicators/database/;UN SDG;Proportion of population below the international poverty line (%);;PCNT;;SDG Indicator 1.1.1. Proportion of population below international poverty line (%) SI_POV_DAY1 ;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_POV_DAY1&pageSize=999999999;2023
700;_T;;;2023.0;;;;_T;BOTH_SEXES;_T;;QAT;right_only;Poverty rates;Workplace;Child labour;Enforcement;WP_CL_EN_POVRAT;https://unstats.un.org/sdgs/indicators/database/;UN SDG;Proportion of population below the international poverty line (%);;PCNT;;SDG Indicator 1.1.1. Proportion of population below international poverty line (%) SI_POV_DAY1 ;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_POV_DAY1&pageSize=999999999;2023
701;1.1.1;Proportion of population below international poverty line (%);Romania;2019.0;2.0;Poverty and Inequality Portal, World Bank;['The current extreme poverty line is set at $2.15 a day in 2017 PPP terms. Accessed September 14, 2022. Based on data from EU-SILC. Estimated from unit-record income data. '];ALL AGES;BOTH_SEXES;Global;RO;ROU;both;Poverty rates;Workplace;Child labour;Enforcement;WP_CL_EN_POVRAT;https://unstats.un.org/sdgs/indicators/database/;UN SDG;Proportion of population below the international poverty line (%);;PCNT;;SDG Indicator 1.1.1. Proportion of population below international poverty line (%) SI_POV_DAY1 ;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_POV_DAY1&pageSize=999999999;2023
709;1.1.1;Proportion of population below international poverty line (%);Russian Federation;2020.0;0.0;Poverty and Inequality Portal, World Bank;['The current extreme poverty line is set at $2.15 a day in 2017 PPP terms. Accessed September 14, 2022. Based on data from HBS. Estimated from unit-record consumption data. '];ALL AGES;BOTH_SEXES;Global;RU;RUS;both;Poverty rates;Workplace;Child labour;Enforcement;WP_CL_EN_POVRAT;https://unstats.un.org/sdgs/indicators/database/;UN SDG;Proportion of population below the international poverty line (%);;PCNT;;SDG Indicator 1.1.1. Proportion of population below international poverty line (%) SI_POV_DAY1 ;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_POV_DAY1&pageSize=999999999;2023
717;1.1.1;Proportion of population below international poverty line (%);Rwanda;2016.0;52.0;Poverty and Inequality Portal, World Bank;['The current extreme poverty line is set at $2.15 a day in 2017 PPP terms. Accessed September 14, 2022. Based on data from EICV-V. Estimated from unit-record consumption data. '];ALL AGES;BOTH_SEXES;Global;RW;RWA;both;Poverty rates;Workplace;Child labour;Enforcement;WP_CL_EN_POVRAT;https://unstats.un.org/sdgs/indicators/database/;UN SDG;Proportion of population below the international poverty line (%);;PCNT;;SDG Indicator 1.1.1. Proportion of population below international poverty line (%) SI_POV_DAY1 ;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_POV_DAY1&pageSize=999999999;2023
725;_T;;;2023.0;;;;_T;BOTH_SEXES;_T;;KNA;right_only;Poverty rates;Workplace;Child labour;Enforcement;WP_CL_EN_POVRAT;https://unstats.un.org/sdgs/indicators/database/;UN SDG;Proportion of population below the international poverty line (%);;PCNT;;SDG Indicator 1.1.1. Proportion of population below international poverty line (%) SI_POV_DAY1 ;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_POV_DAY1&pageSize=999999999;2023
726;1.1.1;Proportion of population below international poverty line (%);Saint Lucia;2016.0;5.0;Poverty and Inequality Portal, World Bank;['The current extreme poverty line is set at $2.15 a day in 2017 PPP terms. Accessed September 14, 2022. Based on data from SLC-HBS. Estimated from unit-record income data. '];ALL AGES;BOTH_SEXES;Global;LC;LCA;both;Poverty rates;Workplace;Child labour;Enforcement;WP_CL_EN_POVRAT;https://unstats.un.org/sdgs/indicators/database/;UN SDG;Proportion of population below the international poverty line (%);;PCNT;;SDG Indicator 1.1.1. Proportion of population below international poverty line (%) SI_POV_DAY1 ;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_POV_DAY1&pageSize=999999999;2023
734;_T;;;2023.0;;;;_T;BOTH_SEXES;_T;;VCT;right_only;Poverty rates;Workplace;Child labour;Enforcement;WP_CL_EN_POVRAT;https://unstats.un.org/sdgs/indicators/database/;UN SDG;Proportion of population below the international poverty line (%);;PCNT;;SDG Indicator 1.1.1. Proportion of population below international poverty line (%) SI_POV_DAY1 ;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_POV_DAY1&pageSize=999999999;2023
735;1.1.1;Proportion of population below international poverty line (%);Samoa;2013.0;1.0;Poverty and Inequality Portal, World Bank;['The current extreme poverty line is set at $2.15 a day in 2017 PPP terms. Accessed September 14, 2022. Based on data from HIES. Estimated from unit-record consumption data. '];ALL AGES;BOTH_SEXES;Global;WS;WSM;both;Poverty rates;Workplace;Child labour;Enforcement;WP_CL_EN_POVRAT;https://unstats.un.org/sdgs/indicators/database/;UN SDG;Proportion of population below the international poverty line (%);;PCNT;;SDG Indicator 1.1.1. Proportion of population below international poverty line (%) SI_POV_DAY1 ;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_POV_DAY1&pageSize=999999999;2023
743;_T;;;2023.0;;;;_T;BOTH_SEXES;_T;;SMR;right_only;Poverty rates;Workplace;Child labour;Enforcement;WP_CL_EN_POVRAT;https://unstats.un.org/sdgs/indicators/database/;UN SDG;Proportion of population below the international poverty line (%);;PCNT;;SDG Indicator 1.1.1. Proportion of population below international poverty line (%) SI_POV_DAY1 ;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_POV_DAY1&pageSize=999999999;2023
744;1.1.1;Proportion of population below international poverty line (%);Sao Tome and Principe;2017.0;16.0;Poverty and Inequality Portal, World Bank;['The current extreme poverty line is set at $2.15 a day in 2017 PPP terms. Accessed September 14, 2022. Based on data from IOF. Estimated from unit-record consumption data. PPP is partially imputed.'];ALL AGES;BOTH_SEXES;Global;ST;STP;both;Poverty rates;Workplace;Child labour;Enforcement;WP_CL_EN_POVRAT;https://unstats.un.org/sdgs/indicators/database/;UN SDG;Proportion of population below the international poverty line (%);;PCNT;;SDG Indicator 1.1.1. Proportion of population below international poverty line (%) SI_POV_DAY1 ;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_POV_DAY1&pageSize=999999999;2023
752;_T;;;2023.0;;;;_T;BOTH_SEXES;_T;;SAU;right_only;Poverty rates;Workplace;Child labour;Enforcement;WP_CL_EN_POVRAT;https://unstats.un.org/sdgs/indicators/database/;UN SDG;Proportion of population below the international poverty line (%);;PCNT;;SDG Indicator 1.1.1. Proportion of population below international poverty line (%) SI_POV_DAY1 ;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_POV_DAY1&pageSize=999999999;2023
753;1.1.1;Proportion of population below international poverty line (%);Senegal;2018.0;9.0;Poverty and Inequality Portal, World Bank;['The current extreme poverty line is set at $2.15 a day in 2017 PPP terms. Accessed September 14, 2022. Based on data from EHCVM. Estimated from unit-record consumption data. '];ALL AGES;BOTH_SEXES;Global;SN;SEN;both;Poverty rates;Workplace;Child labour;Enforcement;WP_CL_EN_POVRAT;https://unstats.un.org/sdgs/indicators/database/;UN SDG;Proportion of population below the international poverty line (%);;PCNT;;SDG Indicator 1.1.1. Proportion of population below international poverty line (%) SI_POV_DAY1 ;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_POV_DAY1&pageSize=999999999;2023
761;1.1.1;Proportion of population below international poverty line (%);Serbia;2019.0;2.0;Poverty and Inequality Portal, World Bank;['The current extreme poverty line is set at $2.15 a day in 2017 PPP terms. Accessed September 14, 2022. Based on data from EU-SILC. Estimated from unit-record income data. '];ALL AGES;BOTH_SEXES;Global;RS;SRB;both;Poverty rates;Workplace;Child labour;Enforcement;WP_CL_EN_POVRAT;https://unstats.un.org/sdgs/indicators/database/;UN SDG;Proportion of population below the international poverty line (%);;PCNT;;SDG Indicator 1.1.1. Proportion of population below international poverty line (%) SI_POV_DAY1 ;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_POV_DAY1&pageSize=999999999;2023
767;1.1.1;Proportion of population below international poverty line (%);Seychelles;2018.0;1.0;Poverty and Inequality Portal, World Bank;['The current extreme poverty line is set at $2.15 a day in 2017 PPP terms. Accessed September 14, 2022. Based on data from HBS. Estimated from unit-record income data. '];ALL AGES;BOTH_SEXES;Global;SC;SYC;both;Poverty rates;Workplace;Child labour;Enforcement;WP_CL_EN_POVRAT;https://unstats.un.org/sdgs/indicators/database/;UN SDG;Proportion of population below the international poverty line (%);;PCNT;;SDG Indicator 1.1.1. Proportion of population below international poverty line (%) SI_POV_DAY1 ;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_POV_DAY1&pageSize=999999999;2023
773;1.1.1;Proportion of population below international poverty line (%);Sierra Leone;2018.0;26.0;Poverty and Inequality Portal, World Bank;['The current extreme poverty line is set at $2.15 a day in 2017 PPP terms. Accessed September 14, 2022. Based on data from SLIHS. Estimated from unit-record consumption data. '];ALL AGES;BOTH_SEXES;Global;SL;SLE;both;Poverty rates;Workplace;Child labour;Enforcement;WP_CL_EN_POVRAT;https://unstats.un.org/sdgs/indicators/database/;UN SDG;Proportion of population below the international poverty line (%);;PCNT;;SDG Indicator 1.1.1. Proportion of population below international poverty line (%) SI_POV_DAY1 ;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_POV_DAY1&pageSize=999999999;2023
781;_T;;;2023.0;;;;_T;BOTH_SEXES;_T;;SGP;right_only;Poverty rates;Workplace;Child labour;Enforcement;WP_CL_EN_POVRAT;https://unstats.un.org/sdgs/indicators/database/;UN SDG;Proportion of population below the international poverty line (%);;PCNT;;SDG Indicator 1.1.1. Proportion of population below international poverty line (%) SI_POV_DAY1 ;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_POV_DAY1&pageSize=999999999;2023
782;1.1.1;Proportion of population below international poverty line (%);Slovakia;2019.0;0.0;Poverty and Inequality Portal, World Bank;['The current extreme poverty line is set at $2.15 a day in 2017 PPP terms. Accessed September 14, 2022. Based on data from EU-SILC. Estimated from unit-record income data. '];ALL AGES;BOTH_SEXES;Global;SK;SVK;both;Poverty rates;Workplace;Child labour;Enforcement;WP_CL_EN_POVRAT;https://unstats.un.org/sdgs/indicators/database/;UN SDG;Proportion of population below the international poverty line (%);;PCNT;;SDG Indicator 1.1.1. Proportion of population below international poverty line (%) SI_POV_DAY1 ;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_POV_DAY1&pageSize=999999999;2023
783;1.1.1;Proportion of population below international poverty line (%);Slovenia;2019.0;0.0;Poverty and Inequality Portal, World Bank;['The current extreme poverty line is set at $2.15 a day in 2017 PPP terms. Accessed September 14, 2022. Based on data from EU-SILC. Estimated from unit-record income data. '];ALL AGES;BOTH_SEXES;Global;SI;SVN;both;Poverty rates;Workplace;Child labour;Enforcement;WP_CL_EN_POVRAT;https://unstats.un.org/sdgs/indicators/database/;UN SDG;Proportion of population below the international poverty line (%);;PCNT;;SDG Indicator 1.1.1. Proportion of population below international poverty line (%) SI_POV_DAY1 ;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_POV_DAY1&pageSize=999999999;2023
784;1.1.1;Proportion of population below international poverty line (%);Solomon Islands;2012.0;27.0;Poverty and Inequality Portal, World Bank;['The current extreme poverty line is set at $2.15 a day in 2017 PPP terms. Accessed September 14, 2022. Based on data from HIES. Estimated from unit-record consumption data. '];ALL AGES;BOTH_SEXES;Global;SB;SLB;both;Poverty rates;Workplace;Child labour;Enforcement;WP_CL_EN_POVRAT;https://unstats.un.org/sdgs/indicators/database/;UN SDG;Proportion of population below the international poverty line (%);;PCNT;;SDG Indicator 1.1.1. Proportion of population below international poverty line (%) SI_POV_DAY1 ;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_POV_DAY1&pageSize=999999999;2023
792;1.1.1;Proportion of population below international poverty line (%);Somalia;2017.0;71.0;Poverty and Inequality Portal, World Bank;['The current extreme poverty line is set at $2.15 a day in 2017 PPP terms. Accessed September 14, 2022. Based on data from SHFS-W2. Estimated from imputed unit-record consumption data. PPP is extrapolated from 2011.'];ALL AGES;BOTH_SEXES;Global;SO;SOM;both;Poverty rates;Workplace;Child labour;Enforcement;WP_CL_EN_POVRAT;https://unstats.un.org/sdgs/indicators/database/;UN SDG;Proportion of population below the international poverty line (%);;PCNT;;SDG Indicator 1.1.1. Proportion of population below international poverty line (%) SI_POV_DAY1 ;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_POV_DAY1&pageSize=999999999;2023
800;1.1.1;Proportion of population below international poverty line (%);South Africa;2014.0;38.0;Poverty and Inequality Portal, World Bank;['The current extreme poverty line is set at $2.15 a day in 2017 PPP terms. Accessed September 14, 2022. Survey name: LCS. Uses a consumption aggregate.'];ALL AGES;BOTH_SEXES;Global;ZA;ZAF;both;Poverty rates;Workplace;Child labour;Enforcement;WP_CL_EN_POVRAT;https://unstats.un.org/sdgs/indicators/database/;UN SDG;Proportion of population below the international poverty line (%);;PCNT;;SDG Indicator 1.1.1. Proportion of population below international poverty line (%) SI_POV_DAY1 ;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_POV_DAY1&pageSize=999999999;2023
808;1.1.1;Proportion of population below international poverty line (%);South Sudan;2016.0;71.0;Poverty and Inequality Portal, World Bank;['The current extreme poverty line is set at $2.15 a day in 2017 PPP terms. Accessed September 14, 2022. Survey name: HFS-W3. Uses a consumption aggregate, which is not spatially deflated.'];"UNMAPPED VALUE - PLEASE MAP - [0       True
1      False
2      False
3      False
4      False
       ...  
957    False
958    False
959    False
960    False
961    False
Name: DIM_AGE_GROUP, Length: 962, dtype: bool, 0      False
1      False
2      False
3      False
4      False
       ...  
957    False
958    False
959    False
960    False
961    False
Name: DIM_AGE_GROUP, Length: 962, dtype: bool, 0      False
1      False
2      False
3      False
4      False
       ...  
957    False
958    False
959    False
960    False
961    False
Name: DIM_AGE_GROUP, Length: 962, dtype: bool, 0      False
1      False
2      False
3      False
4      False
       ...  
957    False
958    False
959    False
960    False
961    False
Name: DIM_AGE_GROUP, Length: 962, dtype: bool, 0      False
1      False
2      False
3      False
4      False
       ...  
957    False
958    False
959    False
960    False
961    False
Name: DIM_AGE_GROUP, Length: 962, dtype: bool, 0      False
1      False
2      False
3      False
4      False
       ...  
957    False
958    False
959    False
960    False
961    False
Name: DIM_AGE_GROUP, Length: 962, dtype: bool, 0      False
1      False
2      False
3      False
4      False
       ...  
957    False
958    False
959    False
960    False
961    False
Name: DIM_AGE_GROUP, Length: 962, dtype: bool, 0      False
1      False
2      False
3      False
4      False
       ...  
957    False
958    False
959    False
960    False
961    False
Name: DIM_AGE_GROUP, Length: 962, dtype: bool, 0      False
1      False
2      False
3      False
4      False
       ...  
957    False
958    False
959    False
960    False
961    False
Name: DIM_AGE_GROUP, Length: 962, dtype: bool, 0      False
1      False
2      False
3      False
4      False
       ...  
957    False
958    False
959    False
960    False
961    False
Name: DIM_AGE_GROUP, Length: 962, dtype: bool, 0      False
1       True
2      False
3      False
4      False
       ...  
957    False
958    False
959     True
960    False
961    False
Name: DIM_AGE_GROUP, Length: 962, dtype: bool, 0      False
1      False
2      False
3      False
4      False
       ...  
957    False
958    False
959    False
960    False
961    False
Name: DIM_AGE_GROUP, Length: 962, dtype: bool, 0      False
1      False
2      False
3      False
4      False
       ...  
957    False
958    False
959    False
960    False
961    False
Name: DIM_AGE_GROUP, Length: 962, dtype: bool, 0      False
1      False
2      False
3       True
4       True
       ...  
957     True
958    False
959    False
960    False
961     True
Name: DIM_AGE_GROUP, Length: 962, dtype: bool, 0      False
1      False
2      False
3      False
4      False
       ...  
957    False
958    False
959    False
960    False
961    False
Name: DIM_AGE_GROUP, Length: 962, dtype: bool, 0      False
1      False
2      False
3      False
4      False
       ...  
957    False
958    False
959    False
960    False
961    False
Name: DIM_AGE_GROUP, Length: 962, dtype: bool, 0      False
1      False
2      False
3      False
4      False
       ...  
957    False
958    False
959    False
960    False
961    False
Name: DIM_AGE_GROUP, Length: 962, dtype: bool, 0      False
1      False
2      False
3      False
4      False
       ...  
957    False
958    False
959    False
960    False
961    False
Name: DIM_AGE_GROUP, Length: 962, dtype: bool, 0      False
1      False
2      False
3      False
4      False
       ...  
957    False
958    False
959    False
960    False
961    False
Name: DIM_AGE_GROUP, Length: 962, dtype: bool, 0      False
1      False
2      False
3      False
4      False
       ...  
957    False
958    False
959    False
960    False
961    False
Name: DIM_AGE_GROUP, Length: 962, dtype: bool, 0      False
1      False
2      False
3      False
4      False
       ...  
957    False
958    False
959    False
960    False
961    False
Name: DIM_AGE_GROUP, Length: 962, dtype: bool, 0      False
1      False
2      False
3      False
4      False
       ...  
957    False
958    False
959    False
960    False
961    False
Name: DIM_AGE_GROUP, Length: 962, dtype: bool, 0      False
1      False
2      False
3      False
4      False
       ...  
957    False
958    False
959    False
960    False
961    False
Name: DIM_AGE_GROUP, Length: 962, dtype: bool, 0      False
1      False
2      False
3      False
4      False
       ...  
957    False
958    False
959    False
960    False
961    False
Name: DIM_AGE_GROUP, Length: 962, dtype: bool, 0      False
1      False
2      False
3      False
4      False
       ...  
957    False
958    False
959    False
960    False
961    False
Name: DIM_AGE_GROUP, Length: 962, dtype: bool, 0      False
1      False
2      False
3      False
4      False
       ...  
957    False
958    False
959    False
960    False
961    False
Name: DIM_AGE_GROUP, Length: 962, dtype: bool, 0      False
1      False
2      False
3      False
4      False
       ...  
957    False
958    False
959    False
960    False
961    False
Name: DIM_AGE_GROUP, Length: 962, dtype: bool, 0      False
1      False
2      False
3      False
4      False
       ...  
957    False
958    False
959    False
960    False
961    False
Name: DIM_AGE_GROUP, Length: 962, dtype: bool, 0      False
1      False
2      False
3      False
4      False
       ...  
957    False
958    False
959    False
960    False
961    False
Name: DIM_AGE_GROUP, Length: 962, dtype: bool, 0      False
1      False
2      False
3      False
4      False
       ...  
957    False
958    False
959    False
960    False
961    False
Name: DIM_AGE_GROUP, Length: 962, dtype: bool, 0      False
1      False
2      False
3      False
4      False
       ...  
957    False
958    False
959    False
960    False
961    False
Name: DIM_AGE_GROUP, Length: 962, dtype: bool, 0      False
1      False
2      False
3      False
4      False
       ...  
957    False
958    False
959    False
960    False
961    False
Name: DIM_AGE_GROUP, Length: 962, dtype: bool, 0       True
1      False
2      False
3      False
4      False
       ...  
957    False
958    False
959    False
960    False
961    False
Name: DIM_AGE_GROUP, Length: 962, dtype: bool]";BOTH_SEXES;Global;SS;SSD;both;Poverty rates;Workplace;Child labour;Enforcement;WP_CL_EN_POVRAT;https://unstats.un.org/sdgs/indicators/database/;UN SDG;Proportion of population below the international poverty line (%);;PCNT;;SDG Indicator 1.1.1. Proportion of population below international poverty line (%) SI_POV_DAY1 ;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_POV_DAY1&pageSize=999999999;2023
