;DIM_SDG_INDICATOR;ATTR_SDG_INDICATOR_DESCRIPTION;COUNTRY_NAME;TIME_PERIOD;RAW_OBS_VALUE;ATTR_SOURCE_OF_SOURCE;ATTR_FOOTNOTE_OF_SOURCE;DIM_REP_TYPE;DIM_QUANTILE;COUNTRY_ISO_2;COUNTRY_ISO_3;_merge;INDICATOR_NAME;INDICATOR_INDEX;INDICATOR_ISSUE;INDICATOR_CATEGORY;INDICATOR_CODE;ATTR_SOURCE;ATTR_SOURCE_BODY;ATTR_INDICATOR_DESCRIPTION;ATTR_INDICATOR_EXPLANATION;ATTR_UNIT_MEASURE;ATTR_DATA_EXTRACTION_METHDOLOGY;ATTR_SOURCE_TITLE;ATTR_API_ENDPOINT_URL;CRBA_RELEASE_YEAR
202;1.3.1;[World Bank] Proportion of population covered by social insurance programs (%);Nepal;2010.0;0.56878;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);[''];Global;First quantile (Q1);NP;NPL;both;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
203;_T;;;2023.0;;;;_T;_T;;NLD;right_only;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
204;_T;;;2023.0;;;;_T;_T;;NZL;right_only;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
205;1.3.1;[World Bank] Proportion of population covered by social insurance programs (%);Nicaragua;2014.0;13.70804;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);[''];Global;_T;NI;NIC;both;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
206;1.3.1;[World Bank] Proportion of population covered by social insurance programs (%);Nicaragua;2014.0;3.12432;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);[''];Global;First quantile (Q1);NI;NIC;both;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
207;1.3.1;[World Bank] Proportion of population covered by social insurance programs (%);Niger;2014.0;1.3731;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);[''];Global;_T;NE;NER;both;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
208;1.3.1;[World Bank] Proportion of population covered by social insurance programs (%);Niger;2014.0;0.00356;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);[''];Global;First quantile (Q1);NE;NER;both;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
209;1.3.1;[World Bank] Proportion of population covered by social insurance programs (%);Nigeria;2018.0;3.30523;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);[''];Global;_T;NG;NGA;both;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
210;1.3.1;[World Bank] Proportion of population covered by social insurance programs (%);Nigeria;2018.0;0.98649;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);[''];Global;First quantile (Q1);NG;NGA;both;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
211;_T;;;2023.0;;;;_T;_T;;NOR;right_only;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
212;_T;;;2023.0;;;;_T;_T;;OMN;right_only;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
213;1.3.1;[World Bank] Proportion of population covered by social insurance programs (%);Pakistan;2018.0;6.44797;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);[''];Global;_T;PK;PAK;both;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
214;1.3.1;[World Bank] Proportion of population covered by social insurance programs (%);Pakistan;2018.0;1.87823;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);[''];Global;First quantile (Q1);PK;PAK;both;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
215;1.3.1;[World Bank] Proportion of population covered by social insurance programs (%);Palau;2006.0;36.42292;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);[''];Global;_T;PW;PLW;both;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
216;1.3.1;[World Bank] Proportion of population covered by social insurance programs (%);Palau;2006.0;38.90262;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);[''];Global;First quantile (Q1);PW;PLW;both;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
217;1.3.1;[World Bank] Proportion of population covered by social insurance programs (%);State of Palestine;2016.0;3.62768;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);[''];Global;_T;PS;PSE;both;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
218;1.3.1;[World Bank] Proportion of population covered by social insurance programs (%);State of Palestine;2016.0;2.18857;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);[''];Global;First quantile (Q1);PS;PSE;both;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
219;1.3.1;[World Bank] Proportion of population covered by social insurance programs (%);Panama;2019.0;21.40988;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);[''];Global;_T;PA;PAN;both;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
220;1.3.1;[World Bank] Proportion of population covered by social insurance programs (%);Panama;2019.0;5.7626;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);[''];Global;First quantile (Q1);PA;PAN;both;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
221;1.3.1;[World Bank] Proportion of population covered by social insurance programs (%);Papua New Guinea;2009.0;1.00517;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);[''];Global;_T;PG;PNG;both;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
222;1.3.1;[World Bank] Proportion of population covered by social insurance programs (%);Papua New Guinea;2009.0;0.17591;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);[''];Global;First quantile (Q1);PG;PNG;both;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
223;1.3.1;[World Bank] Proportion of population covered by social insurance programs (%);Paraguay;2019.0;5.65369;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);[''];Global;_T;PY;PRY;both;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
224;1.3.1;[World Bank] Proportion of population covered by social insurance programs (%);Paraguay;2019.0;1.02512;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);[''];Global;First quantile (Q1);PY;PRY;both;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
225;1.3.1;[World Bank] Proportion of population covered by social insurance programs (%);Peru;2019.0;0.89353;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);[''];Global;First quantile (Q1);PE;PER;both;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
226;1.3.1;[World Bank] Proportion of population covered by social insurance programs (%);Peru;2019.0;10.04107;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);[''];Global;_T;PE;PER;both;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
227;1.3.1;[World Bank] Proportion of population covered by social insurance programs (%);Philippines;2015.0;3.26944;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);[''];Global;First quantile (Q1);PH;PHL;both;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
228;1.3.1;[World Bank] Proportion of population covered by social insurance programs (%);Philippines;2015.0;8.92215;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);[''];Global;_T;PH;PHL;both;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
229;1.3.1;[World Bank] Proportion of population covered by social insurance programs (%);Poland;2015.0;43.9165;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);[''];Global;_T;PL;POL;both;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
230;1.3.1;[World Bank] Proportion of population covered by social insurance programs (%);Poland;2015.0;41.54022;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);[''];Global;First quantile (Q1);PL;POL;both;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
231;_T;;;2023.0;;;;_T;_T;;PRT;right_only;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
232;_T;;;2023.0;;;;_T;_T;;QAT;right_only;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
233;1.3.1;[World Bank] Proportion of population covered by social insurance programs (%);Romania;2016.0;43.43829;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);[''];Global;_T;RO;ROU;both;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
234;1.3.1;[World Bank] Proportion of population covered by social insurance programs (%);Romania;2016.0;32.62705;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);[''];Global;First quantile (Q1);RO;ROU;both;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
235;1.3.1;[World Bank] Proportion of population covered by social insurance programs (%);Russian Federation;2017.0;56.38058;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);[''];Global;_T;RU;RUS;both;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
236;1.3.1;[World Bank] Proportion of population covered by social insurance programs (%);Russian Federation;2017.0;55.69938;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);[''];Global;First quantile (Q1);RU;RUS;both;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
237;1.3.1;[World Bank] Proportion of population covered by social insurance programs (%);Rwanda;2013.0;17.27199;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);[''];Global;First quantile (Q1);RW;RWA;both;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
238;1.3.1;[World Bank] Proportion of population covered by social insurance programs (%);Rwanda;2013.0;10.78443;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);[''];Global;_T;RW;RWA;both;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
239;_T;;;2023.0;;;;_T;_T;;KNA;right_only;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
240;_T;;;2023.0;;;;_T;_T;;LCA;right_only;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
241;_T;;;2023.0;;;;_T;_T;;VCT;right_only;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
242;1.3.1;[World Bank] Proportion of population covered by social insurance programs (%);Samoa;2008.0;33.63807;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);[''];Global;_T;WS;WSM;both;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
243;1.3.1;[World Bank] Proportion of population covered by social insurance programs (%);Samoa;2008.0;31.81088;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);[''];Global;First quantile (Q1);WS;WSM;both;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
244;_T;;;2023.0;;;;_T;_T;;SMR;right_only;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
245;_T;;;2023.0;;;;_T;_T;;STP;right_only;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
246;_T;;;2023.0;;;;_T;_T;;SAU;right_only;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
247;1.3.1;[World Bank] Proportion of population covered by social insurance programs (%);Senegal;2011.0;8.31744;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);[''];Global;_T;SN;SEN;both;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
248;1.3.1;[World Bank] Proportion of population covered by social insurance programs (%);Senegal;2011.0;0.93626;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);[''];Global;First quantile (Q1);SN;SEN;both;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
249;1.3.1;[World Bank] Proportion of population covered by social insurance programs (%);Serbia;2015.0;52.09603;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);[''];Global;_T;RS;SRB;both;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
250;1.3.1;[World Bank] Proportion of population covered by social insurance programs (%);Serbia;2015.0;54.33775;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);[''];Global;First quantile (Q1);RS;SRB;both;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
251;_T;;;2023.0;;;;_T;_T;;SYC;right_only;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
252;1.3.1;[World Bank] Proportion of population covered by social insurance programs (%);Sierra Leone;2018.0;0.90757;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);[''];Global;_T;SL;SLE;both;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
