;DIM_SDG_INDICATOR;ATTR_SDG_INDICATOR_DESCRIPTION;COUNTRY_NAME;TIME_PERIOD;RAW_OBS_VALUE;ATTR_SOURCE_OF_SOURCE;ATTR_FOOTNOTE_OF_SOURCE;DIM_REP_TYPE;DIM_POLICY_TYPE;COUNTRY_ISO_2;COUNTRY_ISO_3;_merge;INDICATOR_NAME;INDICATOR_INDEX;INDICATOR_ISSUE;INDICATOR_CATEGORY;INDICATOR_CODE;ATTR_SOURCE;ATTR_SOURCE_BODY;ATTR_INDICATOR_DESCRIPTION;ATTR_INDICATOR_EXPLANATION;ATTR_UNIT_MEASURE;ATTR_DATA_EXTRACTION_METHDOLOGY;ATTR_SOURCE_TITLE;ATTR_API_ENDPOINT_URL;CRBA_RELEASE_YEAR;ATTR_ENCODING_LABELS
31;12.1.1;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";Bulgaria;2021.0;2.0;Ministry of Environment and Water;['Official reporting (2019-2021)'];Global;Macro policies (e.g. national strategies/action plans, new institutions/entities);BG;BGR;both;National policy instruments on sustainable consumption and production;Marketplace;Product Safety;Legal framework national;MP_PS_LF_NPISCP;https://unstats.un.org/sdgs/indicators/database/;UN SDG;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";Indicates degree to which state is committed to UN Guidelines on Consumer Protection  - to encourage countries to educate consumers about sustainable consumption;;;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999;2023;"2=Yes; 1=No"
32;12.1.1;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";Bulgaria;2021.0;2.0;Ministry of Environment and Water;['Official reporting (2019-2021)'];Global;Economic and fiscal instruments (taxes and tax incentives, grants, preferential loans, etc.);BG;BGR;both;National policy instruments on sustainable consumption and production;Marketplace;Product Safety;Legal framework national;MP_PS_LF_NPISCP;https://unstats.un.org/sdgs/indicators/database/;UN SDG;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";Indicates degree to which state is committed to UN Guidelines on Consumer Protection  - to encourage countries to educate consumers about sustainable consumption;;;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999;2023;"2=Yes; 1=No"
33;12.1.1;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";Bulgaria;2021.0;2.0;Ministry of Environment and Water;['Official reporting (2019-2021)'];Global;Regulatory and legal instruments (e.g. laws, standards, enforcement measures);BG;BGR;both;National policy instruments on sustainable consumption and production;Marketplace;Product Safety;Legal framework national;MP_PS_LF_NPISCP;https://unstats.un.org/sdgs/indicators/database/;UN SDG;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";Indicates degree to which state is committed to UN Guidelines on Consumer Protection  - to encourage countries to educate consumers about sustainable consumption;;;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999;2023;"2=Yes; 1=No"
34;12.1.1;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";Burkina Faso;2017.0;2.0;10YFP / WESR ;['Pilot reporting (2017)'];Global;Macro policies (e.g. national strategies/action plans, new institutions/entities);BF;BFA;both;National policy instruments on sustainable consumption and production;Marketplace;Product Safety;Legal framework national;MP_PS_LF_NPISCP;https://unstats.un.org/sdgs/indicators/database/;UN SDG;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";Indicates degree to which state is committed to UN Guidelines on Consumer Protection  - to encourage countries to educate consumers about sustainable consumption;;;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999;2023;"2=Yes; 1=No"
35;_T;;;2023.0;1.0;;;_T;_T;;BDI;right_only;National policy instruments on sustainable consumption and production;Marketplace;Product Safety;Legal framework national;MP_PS_LF_NPISCP;https://unstats.un.org/sdgs/indicators/database/;UN SDG;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";Indicates degree to which state is committed to UN Guidelines on Consumer Protection  - to encourage countries to educate consumers about sustainable consumption;;;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999;2023;"2=Yes; 1=No"
36;_T;;;2023.0;1.0;;;_T;_T;;CPV;right_only;National policy instruments on sustainable consumption and production;Marketplace;Product Safety;Legal framework national;MP_PS_LF_NPISCP;https://unstats.un.org/sdgs/indicators/database/;UN SDG;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";Indicates degree to which state is committed to UN Guidelines on Consumer Protection  - to encourage countries to educate consumers about sustainable consumption;;;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999;2023;"2=Yes; 1=No"
37;_T;;;2023.0;1.0;;;_T;_T;;KHM;right_only;National policy instruments on sustainable consumption and production;Marketplace;Product Safety;Legal framework national;MP_PS_LF_NPISCP;https://unstats.un.org/sdgs/indicators/database/;UN SDG;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";Indicates degree to which state is committed to UN Guidelines on Consumer Protection  - to encourage countries to educate consumers about sustainable consumption;;;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999;2023;"2=Yes; 1=No"
38;_T;;;2023.0;1.0;;;_T;_T;;CMR;right_only;National policy instruments on sustainable consumption and production;Marketplace;Product Safety;Legal framework national;MP_PS_LF_NPISCP;https://unstats.un.org/sdgs/indicators/database/;UN SDG;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";Indicates degree to which state is committed to UN Guidelines on Consumer Protection  - to encourage countries to educate consumers about sustainable consumption;;;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999;2023;"2=Yes; 1=No"
39;_T;;;2023.0;1.0;;;_T;_T;;CAN;right_only;National policy instruments on sustainable consumption and production;Marketplace;Product Safety;Legal framework national;MP_PS_LF_NPISCP;https://unstats.un.org/sdgs/indicators/database/;UN SDG;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";Indicates degree to which state is committed to UN Guidelines on Consumer Protection  - to encourage countries to educate consumers about sustainable consumption;;;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999;2023;"2=Yes; 1=No"
40;_T;;;2023.0;1.0;;;_T;_T;;CAF;right_only;National policy instruments on sustainable consumption and production;Marketplace;Product Safety;Legal framework national;MP_PS_LF_NPISCP;https://unstats.un.org/sdgs/indicators/database/;UN SDG;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";Indicates degree to which state is committed to UN Guidelines on Consumer Protection  - to encourage countries to educate consumers about sustainable consumption;;;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999;2023;"2=Yes; 1=No"
41;12.1.1;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";Chad;2021.0;2.0;Ministry of Environment;['Official reporting (2019-2021)'];Global;Macro policies (e.g. national strategies/action plans, new institutions/entities);TD;TCD;both;National policy instruments on sustainable consumption and production;Marketplace;Product Safety;Legal framework national;MP_PS_LF_NPISCP;https://unstats.un.org/sdgs/indicators/database/;UN SDG;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";Indicates degree to which state is committed to UN Guidelines on Consumer Protection  - to encourage countries to educate consumers about sustainable consumption;;;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999;2023;"2=Yes; 1=No"
42;12.1.1;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";Chile;2021.0;2.0;Ministry of Environment;['Official reporting (2019-2021)'];Global;Macro policies (e.g. national strategies/action plans, new institutions/entities);CL;CHL;both;National policy instruments on sustainable consumption and production;Marketplace;Product Safety;Legal framework national;MP_PS_LF_NPISCP;https://unstats.un.org/sdgs/indicators/database/;UN SDG;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";Indicates degree to which state is committed to UN Guidelines on Consumer Protection  - to encourage countries to educate consumers about sustainable consumption;;;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999;2023;"2=Yes; 1=No"
43;12.1.1;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";China;2019.0;2.0;ASEAN Environmental Cooperation Center (CAEC);['Official reporting (2019-2021)'];Global;Regulatory and legal instruments (e.g. laws, standards, enforcement measures);CN;CHN;both;National policy instruments on sustainable consumption and production;Marketplace;Product Safety;Legal framework national;MP_PS_LF_NPISCP;https://unstats.un.org/sdgs/indicators/database/;UN SDG;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";Indicates degree to which state is committed to UN Guidelines on Consumer Protection  - to encourage countries to educate consumers about sustainable consumption;;;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999;2023;"2=Yes; 1=No"
44;12.1.1;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";China;2019.0;2.0;ASEAN Environmental Cooperation Center (CAEC);['Official reporting (2019-2021)'];Global;Macro policies (e.g. national strategies/action plans, new institutions/entities);CN;CHN;both;National policy instruments on sustainable consumption and production;Marketplace;Product Safety;Legal framework national;MP_PS_LF_NPISCP;https://unstats.un.org/sdgs/indicators/database/;UN SDG;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";Indicates degree to which state is committed to UN Guidelines on Consumer Protection  - to encourage countries to educate consumers about sustainable consumption;;;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999;2023;"2=Yes; 1=No"
45;12.1.1;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";Colombia;2019.0;2.0;Ministerio de Ambiente y Desarrollo Sostenible;['Official reporting (2019-2021)'];Global;Macro policies (e.g. national strategies/action plans, new institutions/entities);CO;COL;both;National policy instruments on sustainable consumption and production;Marketplace;Product Safety;Legal framework national;MP_PS_LF_NPISCP;https://unstats.un.org/sdgs/indicators/database/;UN SDG;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";Indicates degree to which state is committed to UN Guidelines on Consumer Protection  - to encourage countries to educate consumers about sustainable consumption;;;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999;2023;"2=Yes; 1=No"
46;_T;;;2023.0;1.0;;;_T;_T;;COM;right_only;National policy instruments on sustainable consumption and production;Marketplace;Product Safety;Legal framework national;MP_PS_LF_NPISCP;https://unstats.un.org/sdgs/indicators/database/;UN SDG;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";Indicates degree to which state is committed to UN Guidelines on Consumer Protection  - to encourage countries to educate consumers about sustainable consumption;;;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999;2023;"2=Yes; 1=No"
47;_T;;;2023.0;1.0;;;_T;_T;;COG;right_only;National policy instruments on sustainable consumption and production;Marketplace;Product Safety;Legal framework national;MP_PS_LF_NPISCP;https://unstats.un.org/sdgs/indicators/database/;UN SDG;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";Indicates degree to which state is committed to UN Guidelines on Consumer Protection  - to encourage countries to educate consumers about sustainable consumption;;;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999;2023;"2=Yes; 1=No"
